ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Best Soil Types
3864,Jowar,84.9,47.7,47.2,31.85,625.2,49,6.21,Alluvial
3865,Linseed,71.5,43.3,39.2,17.33,563.7,51.8,7.38,Alluvial
3866,Kodo Millet,36.7,21.1,20.6,24.12,423.9,40.8,7.18,Gravelly
3867,Marigold,62.8,66.4,80.2,23.8,864.3,68,6.19,Alluvial
3868,Pigeon Pea,44.9,60.4,39.6,30.75,985.9,53.7,6.93,Loamy
3869,Arecanut,138.1,42.8,178.7,29.61,2859.5,88.5,5.51,Coastal
3870,Horse Gram,27.7,36.1,22,30.45,427.7,41.1,7.37,Sandy
3871,Litchi,133.1,77.4,115.3,26.01,1632.6,84.9,6.81,Loamy
3872,Ber,53.8,49.8,45.9,34.98,373.7,42.9,8.92,Sandy
3873,Kalmegh,49.6,31.4,34.5,31.61,1329.8,79.9,6.36,Forest
3874,Barnyard Millet,33.4,24.1,20.2,29.57,522.2,52.3,6.04,Forest
3875,Cabbage,120.9,81,85.8,23.15,551.4,67.1,6.1,Alluvial
3876,Makhana,70.7,46.3,54,30.18,2087.6,83.3,7.24,Marshy (Stagnant Water)
3877,Aloe Vera,24.1,36.6,36.6,21.74,345.8,46.2,8.32,Sandy
3878,Mentha,137.1,58.6,53.5,31.84,1182.6,65.2,6.88,Alluvial
3879,Cabbage,132.4,86.4,82.5,23.29,713,71.9,6.35,Loamy
3880,Coffee,120.8,50.1,140.3,18.99,2480.1,78.6,5.87,Red
3881,Bamboo,170.7,51.1,108,33.16,1813.6,67.1,5.95,Laterite
3882,Jasmine,114.6,115.4,100.5,24.35,1814,85.9,7.21,Loamy
3883,Clove,99.1,43.3,98,27.15,2832.8,83.1,6.32,Red
3884,Hemp (Mesta),77.6,44,41.9,34.17,678.5,66.4,6.67,Red
3885,Rubber,100.9,68.5,99.7,33.35,2152.3,81.7,4.82,Laterite
3886,Rajma,85,74.6,58.1,19.91,721.6,70.3,5.83,Alluvial
3887,Jackfruit,105.8,54.8,80.9,24.76,1775.4,65.7,5.52,Alluvial
3888,Avocado,127,79,115.1,24.53,1536.2,70.4,6.61,Red
3889,Ber,60,47.4,46.7,23.66,348.7,42.9,8.44,Saline
3890,Lentil,22.7,46,24.8,22.12,472,43.7,6.42,Loamy
3891,Tomato,135.3,88.9,110.2,24.77,869.4,65.5,6.31,Red
3892,Tomato,119.2,85.9,149.4,19.19,735.9,64.2,6.95,Red
3893,Guava,81,51.6,63.1,33.31,1298,71.5,5.65,Red
3894,Ajwain,45.1,36.3,22.9,20.61,576.4,44.4,6.68,Alluvial
3895,Tea (Clone),138.9,49.2,78.8,26.58,2159.1,82.8,4.56,Laterite
3896,Cauliflower,130.5,82.5,90.1,24.59,561.9,71.4,6.7,Loamy
3897,Mustard,96.3,54.2,22.3,14.46,683.1,40.3,6.92,Loamy
3898,Curry Leaves,71.9,50.2,73.4,34.64,1117.3,79.7,6.03,Alluvial
3899,Tobacco,113.5,51.8,105,27.04,815.2,74.7,6.59,Alluvial
3900,Muskmelon,60.7,71.7,81.3,29.13,492.3,47.5,7.06,Sandy
3901,Star Anise,78,47.8,45.2,27.68,2111.9,81.4,6.71,Forest
3902,Curry Leaves,74.9,47.9,66,27.83,986.5,72.2,6.66,Loamy
3903,Barnyard Millet,31,22,24.7,29.04,780.2,49.8,6.79,Red
3904,Spinach,97.9,56,45.7,4.88,494.7,60.2,7.48,Peaty
3905,Carrot,84.5,61.6,112.2,14.53,579.9,75.1,6.76,Forest
3906,Isabgol,41.3,37.2,34.5,18.83,304.9,52.8,7.08,Alluvial
3907,Marigold,69.5,89.9,75.3,23.46,860.5,65.5,7.46,Alluvial
3908,Mace,61.4,48.2,104.2,21.2,2008,92.3,6.24,Coastal
3909,Cowpea,29.5,54.5,27.6,26.4,708.2,64.8,7.07,Sandy
3910,Pumpkin,66.8,44.1,67.7,23.4,897.3,73.3,7.43,Sandy Loam
3911,Bajra,77.8,36.7,36.2,36.87,469.7,37.6,8.05,Sandy
3912,Bottle Gourd,67.1,48,76.9,24.88,733,58.3,6.91,Red
3913,Pomegranate,63.7,46,98.4,28.58,603.4,64.7,7.79,Sandy
3914,Amla,65.9,56.2,57.9,34.87,620.7,48.7,7.48,Red
3915,Coriander,74.7,45.4,45.9,20.25,471.6,64.4,7.2,Alluvial
3916,Avocado,124.1,60.2,114.8,25.33,1484.3,76.6,5.96,Loamy
3917,Ash Gourd,74.6,47.3,70.3,25.52,761.1,56.6,6.92,Sandy Loam
3918,Taramira,55.3,32.5,20.3,26.33,412.8,42.5,7.51,Arid/Desert
3919,Banana,245.7,75.7,287.2,33.86,2663.7,86.6,6.75,Black
3920,Jowar,94.7,41,43.2,32,551.3,51.2,6.85,Black
3921,Cumin,46.2,20.7,23,26.53,280.2,49.3,7.34,Sandy Loam
3922,Kodo Millet,37.2,23,23.7,30.92,429.5,43.3,6.13,Red
3923,Cinnamon,88.1,56,99.5,27.68,2947.1,86.9,5.75,Laterite
3924,Shatavari,59.4,50.4,42.8,21.87,988.7,72.3,7.88,Red
3925,Amla,74.6,57.8,42.5,23.27,694.5,59.2,7.65,Saline
3926,Jackfruit,110.5,56.1,89.1,31.47,2107.9,66.4,6.31,Alluvial
3927,Cocoa,116.3,62.7,117.3,31.82,1532.2,84.2,6.99,Red
3928,Betel Vine,192.7,137.5,138.4,33.47,2447.4,85.1,6.99,Alluvial
3929,Fenugreek,59.3,55.3,27.7,17.18,731.4,51.3,6.7,Black
3930,Grapes,120.4,161.3,235,32.19,665.9,71.9,7.38,Sandy
3931,Ragi,65.3,39.2,33,28,897.7,54.1,7.34,Sandy
3932,Maize (Corn),130.7,61.5,57.2,29.88,530.8,59.5,6.83,Alluvial
3933,Garlic,111.9,57,81.6,18.84,710,59.2,7.32,Black
3934,Wheat,123,69.7,56.1,18.6,831.7,59.8,6.58,Alluvial
3935,Pomegranate,86,49.2,84.7,21.45,646.3,45.2,6.55,Saline
3936,Cherry,149.5,84.8,128.8,4.8,928.5,72.8,6.14,Karewa
3937,Tamarind,59.4,46.5,56.6,33.24,824.3,64.9,7.22,Red
3938,Amla,63.2,43.5,44.8,25.5,539.9,45.9,8.23,Saline
3939,Maize (Corn),117.7,65.5,59.3,22.72,612.7,59.5,5.83,Loamy
3940,Kiwi,137.3,71.5,134.2,4.3,1229.5,64.6,5.64,Forest
3941,Indigo,37.3,41.4,49.2,27.4,1081.7,77.2,7.38,Loamy
3942,Clove,95.2,53,99.3,31.55,2422.6,86.8,6.26,Laterite
3943,Chickpea,29.1,48,24.6,15.1,414.5,47.1,6.74,Alluvial
3944,Linseed,75.8,48.2,28.6,23.27,693.7,67.3,6.05,Black
3945,Curry Leaves,60.2,49.5,61.2,30.84,1412.3,75.5,6.11,Loamy
3946,Buckwheat,40.7,25.1,25.1,8.5,553.7,57.3,5.27,Sub-Montane
3947,Bamboo,171.3,73,139.3,31.88,1533.4,62,5.35,Laterite
3948,Almonds,172.2,94.6,113.4,-0.8,571.9,60.6,7.24,Mountain
3949,Sesame,52.3,28.9,38.6,28.31,657.3,51.6,7.15,Red
3950,Lentil,28.8,40.1,28,19.66,439.4,54.3,6.27,Alluvial
3951,Apple,198.5,117,190.2,24.01,1148.9,58.8,6.42,Karewa
3952,Pomegranate,90.1,41.8,71.4,35.42,691.7,46.1,7.57,Saline
3953,Coriander,63.2,49.7,44.1,23.8,438.1,61.7,7.46,Alluvial
3954,Tea (Clone),138.5,45.7,84.7,18.28,3305.5,77.4,4.76,Red
3955,Lentil,27.6,42.8,21,22.42,600.2,39.7,7.43,Alluvial
3956,Wheat,133.5,68.2,46.8,11.36,671.7,40.3,6.3,Alluvial
3957,Grapes,102,150.4,213.8,24.15,678.5,61.8,6.83,Sandy
3958,Clove,96.4,48.4,98.6,21.05,2891.9,83.7,5.21,Laterite
3959,Fenugreek,55.2,47.5,27.7,25.15,702.8,65.9,6.36,Alluvial
3960,Sweet Potato,74,54,105.8,30.42,776.2,82.1,5.61,Alluvial
3961,Bajra,75.4,37.9,38,28.74,574.4,45.4,6.91,Alluvial
3962,Wood Apple,46.1,48.9,43,38.88,708.1,50.9,7.62,Red
3963,Oats,94.5,47.4,45.5,16.75,825.4,50.1,6.66,Alluvial
3964,Potato,175.7,116,153.1,18.6,638.2,61.4,5.74,Sandy Loam
3965,Pear,126.1,61.6,116.9,23.86,847.2,73.8,6.87,Mountain
3966,Drumstick,70,45.6,67,35.16,551.2,42.2,6.23,Sandy
3967,Tea (Clone),121.9,49.9,87.8,26.81,1830.2,92.9,5.06,Red
3968,Ridge Gourd,70.1,52.6,61.4,26.73,866.8,69.4,7,Alluvial
3969,Rose,142.9,137.2,133.9,28.62,1257,63.3,6.12,Red
3970,Sugarcane,268,94.3,134,34.04,2110.8,75.5,6.94,Alluvial
3971,Okra,114.7,57,55.8,31.29,836.7,72.5,7.12,Alluvial
3972,Popcorn,146.2,73.6,44.1,20.7,646.6,66.4,6.24,Loamy
3973,Fig,77.6,49,95.6,25.45,592.5,44.2,6.65,Alluvial
3974,Kodo Millet,34.7,20.6,22.1,26.65,425.4,40.2,7.29,Gravelly
3975,Cabbage,145.7,96.7,93.4,17.64,683.5,72.8,6.26,Peaty
3976,Avocado,126.6,61.9,139.6,18.96,1112.4,62.6,6.08,Red
3977,Kodo Millet,37.4,23.8,25,23.65,511.7,48.1,6.95,Arid
3978,Maize (Corn),142.5,66.4,45.7,18.45,820.7,55.3,7.42,Loamy
3979,Cherry,141,96.6,113.7,-4.71,974.7,68.9,6.24,Forest
3980,Coriander,73.3,49.9,41.6,20.76,685.8,51.6,6.71,Alluvial
3981,Tamarind,42.1,31.6,53.1,34.25,1249.1,58.7,7.44,Gravelly
3982,Oil Palm,174.3,80.2,193.4,30.68,2120.4,89.6,5.82,Laterite
3983,Almonds,128.8,95.5,138,-3.08,748.4,57,7.08,Arid
3984,Coffee,131.5,42.1,138.2,20.94,1543.1,70.7,5.3,Red
3985,Mango,121.5,59.6,146.2,25.79,1404.9,59.7,6.66,Laterite
3986,Ginger,125,61.6,129.3,25.48,1532.1,86.7,6.52,Alluvial
3987,Grapes,107.1,170.3,275,32.03,705.5,70.3,6.53,Loamy
3988,Dragon Fruit,72.7,42.6,92,37.34,721.1,56.1,6.84,Sandy
3989,Clove,93.4,41.1,98.4,21.37,2173.5,85.3,6.01,Red
3990,Chickpea,27,53.9,22.1,21.62,618.9,31.4,7.88,Alluvial
3991,Jute,80.2,38.2,58.8,27.88,1924.3,86.6,5.8,Peaty/Marshy
3992,Mustard,85.2,40.1,31.8,25.37,651.4,49.5,6.75,Alluvial
3993,Barnyard Millet,34.3,20.8,22.4,20.03,491.1,49.9,6.44,Forest
3994,Cashew Nut,76.8,30.5,50.4,31.84,1865.6,73.9,6.71,Red
3995,Coffee,142.8,40.7,113.6,27.52,1339.1,83.3,5.42,Forest
3996,Bajra,78.2,38.4,30.7,29.45,552.9,46.4,8.26,Arid/Desert
3997,Kalmegh,56.6,45.7,41.1,31.53,1411.5,66.7,7.06,Alluvial
3998,Neem,58.9,33.7,58.7,23.91,1187.1,66.4,8.32,Saline
3999,French Bean,90.2,89.8,51.1,21.52,737,66.7,6.06,Loamy
4000,Chickpea,27.6,48.3,29,23.75,414.8,46.8,7.66,Alluvial
4001,Cardamom,86.9,94,196,15.19,2692.8,91,6.27,Red
4002,Arecanut,124.4,54.3,162.2,18.68,3127.6,89.9,6.54,Coastal
4003,Grapes,114.5,171.3,265.8,26.78,665.5,66.9,7.06,Sandy
4004,Mentha,149.8,51.8,55.7,27.32,1171,73.4,6.5,Loamy
4005,Amla,77.8,46.6,45.7,40.22,721.4,51.1,7.47,Saline
4006,Coffee,147,43.2,114.6,25.17,1645.4,80,6.49,Laterite
4007,Walnuts,193.8,84.4,131.4,21.47,1121.8,60.7,6.52,Mountain
4008,Garlic,111.1,50.9,99.8,17.59,813.9,58.2,6.4,Black
4009,Clove,93.8,45.4,93.3,23.8,2594.9,92.4,5.61,Red
4010,Kodo Millet,36.4,21,24,28.37,433.1,42.1,7.03,Gravelly
4011,Bottle Gourd,73.3,56,77.3,29.54,846.3,55.5,6.23,Red
4012,Lemongrass,61.7,44,53.6,23.59,1735.9,87.7,6.67,Red
4013,Pineapple,143.5,53.4,126.4,24.7,2402.8,79.1,5.18,Laterite
4014,Stevia,93.7,63.3,64.1,20.63,1740.6,70.5,6.49,Red
4015,Sesame,52.5,39.9,39.8,31.63,569.1,55,5.77,Red
4016,Sesame,49.6,37.6,33.9,31.69,459.8,45.3,5.83,Red
4017,Tulsi,78.9,42,49.6,30.32,1235.4,66.3,7.26,Alluvial
4018,Amla,62.4,46.9,50.3,26.86,899.8,47.2,6.82,Saline
4019,Toria,68.6,47.2,28.2,14.86,616.5,52.7,6.78,Loamy
4020,Ajwain,56.1,28.2,38.7,29.98,352.5,47.7,7.22,Alluvial
4021,Gokhru,32.1,26.1,36.9,23.51,448.7,46.9,7.1,Arid/Desert
4022,Kodo Millet,39.3,24.6,24.3,29.19,447.3,35.4,6.47,Red
4023,Pear,141.5,67.6,82,24.27,895.7,65.5,6,Loamy
4024,Vanilla,81.6,51.8,81.1,29.64,3475.6,93.3,5.03,Laterite
4025,Chickpea,23.4,44.4,24,15.51,594.1,51.5,6.79,Alluvial
4026,Wheat,100.5,54.7,42,11.27,888.2,45.2,6.48,Black
4027,Cocoa,103.4,64.1,149.6,25.52,2070.9,77.3,6.44,Red
4028,Okra,103.1,51.6,51.4,27.34,748.5,65.6,6.13,Loamy
4029,Niger Seed,47.1,52.5,38.1,25.03,798.3,66.5,5.98,Gravelly
4030,Rose,133.9,136.1,138,17.05,983,63.2,6.04,Alluvial
4031,Bitter Gourd,70.6,59.1,74.7,22.84,833.1,71.5,7.1,Red
4032,Vanilla,94.2,54.3,98.9,25.49,2472.6,88.2,5.68,Laterite
4033,Okra,113.5,55.5,59.1,28.93,900.9,62.7,7.19,Loamy
4034,Tea,153.8,38.3,66.1,25.49,1563.7,81.5,5.14,Forest
4035,Guava,77.1,52.1,73,21.41,1390,74.6,6.35,Loamy
4036,Sesame,49.8,30,23.7,25.23,540.3,40.4,5.8,Red
4037,Clove,93.9,44.7,96.1,31.87,2685.2,93.4,6.1,Coastal
4038,Lettuce,88.5,53.7,53.3,7.08,534.5,71.7,6.21,Peaty
4039,Mulberry,241.3,148.5,147.4,23.75,1261.7,74.2,6.32,Black
4040,Turmeric,126,56.6,113.7,26.9,1860.5,81.9,6.91,Red
4041,Kodo Millet,37.8,23.8,22.3,22.41,472.8,40.3,6.83,Gravelly
4042,Capsicum,106.7,89.6,120,20.62,633.2,62.9,6.21,Loamy
4043,Sugarcane,236.6,81.9,131.9,27.39,2495.9,71.1,6.64,Alluvial
4044,Turmeric,142.2,71.4,102.3,30.05,1665.9,83.9,5.9,Red
4045,Strawberry,115.9,100.2,124.2,16.09,859.3,69.1,5.67,Forest/Mountain
4046,Cluster Bean,26.8,55.8,22.4,32.96,468.9,50.9,7.06,Alluvial
4047,Banana,188.1,73.8,281,28.23,2520.8,80.6,6.9,Loamy
4048,Kinnow,142.9,67.6,94.4,30.13,831,57.1,7.62,Alluvial
4049,Taramira,43,38,25.4,15.27,377.7,39.4,7.06,Arid/Desert
4050,Safflower,50.7,58,25.3,25.77,599.1,39.9,7.96,Saline
4051,Drumstick,62.5,47.3,67.8,37.14,666.1,56.9,6.46,Sandy
4052,Pigeon Pea,30.9,69.7,44.3,29.62,605.9,72.7,7.33,Loamy
4053,Jackfruit,105,54.1,96.3,30.1,2394.7,68.7,5.18,Laterite
4054,Tea,161.8,34.9,70.2,18.84,2529.5,75.4,4.81,Red
4055,Fennel,86.2,58.2,59.6,21.63,490.8,51.5,6.63,Saline
4056,Pigeon Pea,25.4,60.9,34.9,28.42,764.1,64.3,7.39,Alluvial
4057,Bottle Gourd,69.5,48.3,63.9,26.94,509.3,55.3,7.21,Red
4058,Arecanut,112.4,43.5,168.3,23.51,3288.5,76,5.86,Coastal
4059,Ashwagandha,47.9,44.8,21,32.72,683.8,59.2,7.83,Black
4060,Guar Seed,22.9,59,20.3,26.08,332.4,43.9,7.07,Sandy
4061,Green Gram,20.1,41.1,32.4,29.06,610.1,57.7,6.55,Red
4062,Linseed,68.7,46,26.8,21.38,470.3,53.9,6.08,Alluvial
4063,Okra,119.7,51.7,50.4,33.27,935.9,69.1,7.03,Black
4064,Rubber,110,63.5,114.4,26.03,2979.3,89.2,5.81,Laterite
4065,Cardamom,84.2,90.4,174.6,16.02,2010.9,84.6,5.83,Red
4066,Dragon Fruit,64.3,57.3,99.3,29.99,1115,65.5,5.7,Sandy
4067,Jowar,94.4,42.4,48.1,31.37,498.6,49.2,6.26,Alluvial
4068,Garlic,116.7,55.1,99.7,23.2,770.8,52.8,6.18,Black
4069,Ridge Gourd,79.1,54.9,71.1,23.36,852.7,72,7.42,Alluvial
4070,Cinnamon,91.7,44.8,99.4,28.45,2726.2,75.7,5.6,Red
4071,Bottle Gourd,71.4,59.2,67,31.68,636.6,63.3,7.4,Sandy Loam
4072,Cluster Bean,29.9,51,28,28.06,405.8,53.2,7.3,Arid
4073,Tea,159.5,36.1,61.5,27.75,2963.9,81,4.81,Forest
4074,Almonds,156.5,97.6,127,-3.5,700.7,63,7.98,Mountain
4075,Sweet Potato,71.2,43.4,130.5,30.5,1036.6,78.9,6.1,Sandy
4076,Watermelon,75.6,66.4,89.6,33.82,473.8,61.7,6.62,Alluvial
4077,Amla,89.4,45.9,41.4,22.81,640.2,69.3,7.26,Alluvial
4078,Onion,138.2,59.9,100.2,23.19,715.3,55.1,6.15,Loamy
4079,Clove,80.3,51.2,84.8,22.88,2414,85.6,5.89,Red
4080,Plum,119.3,80,91.6,24.35,1085,57.1,5.99,Forest
4081,Kalmegh,57.2,40.9,48.8,31.13,1111.5,67.3,7.28,Alluvial
4082,Broccoli,121.9,81.2,88.3,13.74,782.7,83.8,6.12,Alluvial
4083,Rapeseed,99.9,58.2,32.4,20.47,485.3,47.3,7.26,Alluvial
4084,Gokhru,35.3,31.3,38.5,24.74,509.6,43.4,7.85,Sandy
4085,Stevia,96.9,78.9,70.1,26.65,1227.4,76.9,6.23,Loamy
4086,Broccoli,145.2,99.7,82.5,16.67,677.3,70.8,6.81,Alluvial
4087,Ber,53.4,35.2,56.9,27.63,539.4,38.1,8.51,Arid
4088,Jowar,86.7,46.6,49.2,30.29,407.2,44.5,7.07,Loamy
4089,Ginger,141.5,70.6,104.4,21.82,1737.3,85.7,5.56,Laterite
4090,Little Millet,33.1,22.8,21.9,31.13,573.2,46.9,6.32,Red
4091,Cowpea,29.6,47.7,20.4,26.02,578.2,56.2,7.04,Red
4092,Chickpea,20.7,45.3,25.7,25.97,506.7,33.3,6.79,Black
4093,Kiwi,141,77.1,139.9,4.39,1229.8,72.9,6.24,Forest
4094,Kodo Millet,35.7,24.9,20.2,26.83,529.2,50.6,7.24,Red
4095,Oil Palm,180.9,113.4,179.5,32.75,3285.2,87.5,6.27,Laterite
4096,Vanilla,91.9,40.5,92.3,21.6,3251.2,81,6.5,Forest
4097,Shatavari,47.3,46.9,45.1,33.96,1034.7,56.5,7.76,Sandy
4098,Sugarcane,213.8,102.3,102.8,29.57,2322.5,83.3,6.85,Alluvial
4099,Jackfruit,114.1,43.9,113.3,33.4,2498.2,81.1,6.7,Alluvial
4100,Jowar,98.1,49.9,49,28.64,600.2,50.5,8.47,Black
4101,Barley,67,33.8,26.6,23.67,442.7,41.5,7.81,Saline
4102,Aloe Vera,38.2,38.2,31,31.02,250.7,51.7,7.31,Sandy
4103,Rose,129,128.2,145.5,18.89,1256.2,69.7,6.86,Red
4104,Opium Poppy,93.7,60.1,74,6.54,508.9,61.7,6.86,Alluvial
4105,Mustard,85,44.2,24.7,25.6,712.6,46.5,6.81,Alluvial
4106,Indigo,43.3,49.3,35.5,23.18,609.9,67.1,6.22,Alluvial
4107,Sunflower,80.9,71.7,44.2,30.18,747.5,55.2,7.37,Black
4108,Hemp (Mesta),70.6,31.6,57.3,33.71,826.8,66.8,5.82,Laterite
4109,Capsicum,100.7,86.6,116,28.33,845.8,79.9,6.1,Forest
4110,French Bean,99.4,89.6,47.4,22.38,952.8,79.1,6.36,Loamy
4111,Bottle Gourd,66.5,56.8,69.1,25.93,743.9,62.3,6,Sandy Loam
4112,Mango,143.4,65.5,135,30.88,1454.8,57.4,6.43,Alluvial
4113,Rajma,92.3,68.5,42.9,24.56,637.5,62,5.82,Forest
4114,Rajma,97.5,65.8,45.2,20.65,715,64.6,6.4,Loamy
4115,Rubber,94,68.8,94.4,31.34,2681,80.7,5.89,Forest
4116,Plum,133.9,69.1,114.6,-0.22,1078.5,65.6,6.02,Loamy
4117,Aloe Vera,36.4,32.5,33,32.96,358.2,33.4,7.82,Sandy
4118,Niger Seed,57.3,51.6,30.7,25.78,679.4,66.6,5.58,Gravelly
4119,Wood Apple,49.4,38.6,52.3,38.62,847.3,52.1,8.37,Saline
4120,Hemp (Mesta),64.3,38.7,51.2,30.83,995.9,73.3,5.68,Alluvial
4121,Black Pepper,142.4,45.9,142.7,25.03,3463.7,76.8,5.21,Red
4122,Bamboo,174.9,68.2,119.1,29.04,1287.5,82.2,5.31,Laterite
4123,Litchi,126.1,68.5,91.8,31.53,1525.3,76.4,6.65,Alluvial
4124,Jute,90.1,31.5,68.6,25.07,1700.1,88.4,7.19,Alluvial
4125,Sweet Potato,73.1,43.3,122.9,27.3,776.7,67.3,6.24,Sandy
4126,Cumin,40.3,23.6,26.4,25.23,273.2,43.5,7.39,Sandy Loam
4127,Date Palm,86.7,56.4,92.2,32.46,119.2,32.6,7.53,Arid/Desert
4128,Arecanut,125.8,43,175.2,30.05,2520.5,81.5,6.43,Red
4129,Oil Palm,151.3,89.7,197.5,22.12,2648.1,83,5.81,Laterite
4130,Watermelon,73.9,75.3,92.8,32.72,403.7,56,6.21,Sandy
4131,Pineapple,124.4,42,106.6,27.99,2293.1,87.5,5.47,Laterite
4132,Mulberry,174.3,139,130.2,31.61,1213.2,73.4,6.95,Black
4133,Kodo Millet,37.9,24.6,22,27.58,450.4,41.8,7.93,Red
4134,Carrot,90.7,61.7,112.1,15.38,743.7,61.4,6.18,Forest
4135,Rubber,113.4,65.1,85,25.65,3719.4,94.6,5.98,Forest
4136,Marigold,82.6,71.3,61.3,28.15,769.1,70.9,6.54,Alluvial
4137,Black Gram,28.1,45,21.1,25.36,734.8,52.9,6.53,Black
4138,Rajma,119.3,61.7,52.3,17.13,918.4,74.9,6,Alluvial
4139,Kinnow,115.5,71.6,85,23.77,768.6,69.8,6.38,Sandy Loam
4140,Curry Leaves,78.5,40.1,69.3,22,1499.7,75.9,6.49,Red
4141,Drumstick,64.8,43,65.2,32.7,710.9,68.1,6.21,Sandy
4142,Sunflower,83,70.3,59.7,24.05,747.6,54.2,7.55,Loamy
4143,Rose,120.4,142.1,143.9,27.09,1404.3,77,6.77,Red
4144,Custard Apple,49,49.6,54.8,22.82,744.3,64.1,6.3,Gravelly
4145,Ajwain,58.4,36.2,25.5,22.06,384.3,41.1,6.65,Alluvial
4146,Marigold,88,66.9,79,19.67,628.7,67.5,6.95,Loamy
4147,Pear,138.2,61.9,87,21.86,1132.5,66.9,6.86,Loamy
4148,Gokhru,36.8,30.2,36.8,25.9,458,46.7,7.02,Arid/Desert
4149,Almonds,129.8,96.9,113.4,26.88,655.6,45.3,7.35,Karewa
4150,Litchi,148,67.9,106.6,29.7,1739.5,65.1,6.04,Forest
4151,Cashew Nut,74.3,37.7,50.5,29.52,1202,80.3,7.39,Coastal
4152,Cinnamon,94.2,46.4,80,28.42,2628.7,81.2,5.76,Forest
4153,Betel Vine,154,137.7,140.6,28.2,2000.6,80.6,7.13,Clayey
4154,Pigeon Pea,36.5,60,45.4,24.06,900.2,57.9,7.19,Loamy
4155,Ber,55.1,33.7,43.9,34.07,509.3,48.3,8.02,Arid
4156,Chili,112.6,79.1,71,24.54,1171.4,57.5,6.69,Loamy
4157,Nutmeg,85.9,59.4,85.3,26.95,2054,80.1,6.19,Laterite
4158,Ridge Gourd,71.5,45.5,66.9,23.23,542,69.1,7.22,Alluvial
4159,Curry Leaves,75.1,40.3,72.6,28.65,1208.7,66.6,6.02,Loamy
4160,Cluster Bean,24,41.4,25.3,27.81,314.9,37.4,7.7,Alluvial
4161,Pear,119.7,75.8,106.8,-0.38,1101.9,69.5,6.07,Mountain
4162,Pigeon Pea,29.3,69,36.5,21.82,857.3,50.6,7.38,Loamy
4163,Spinach,85.2,40.8,44.7,5.47,683.2,67.1,7.09,Alluvial
4164,Karakunda,66,40.8,42.1,22.84,1533.5,72.1,6.52,Forest
4165,Lettuce,97.3,45,49.3,13,614.2,66.9,6.84,Peaty
4166,Amla,65,52.9,46.6,33.25,652.1,67.3,8.02,Red
4167,Carrot,99,73.2,102.7,15.1,810.5,67.1,6.34,Alluvial
4168,Chickpea,23,59.9,23.9,20.71,502.1,48.8,7.35,Alluvial
4169,Pumpkin,64.7,52.6,71.7,27.62,855.7,69.2,6.58,Sandy Loam
4170,Carrot,82.1,64.1,112.3,16.1,578.4,68.2,6.97,Alluvial
4171,Makhana,72.9,49.5,42.7,28.37,2274.6,88.1,6.66,Peaty
4172,Plum,144.2,64.2,88.3,5.26,976.2,62.3,5.87,Loamy
4173,Proso Millet,35.4,24,24.9,27.09,471.2,35.7,7.39,Loamy
4174,Black Gram,38.8,48.9,36.6,30.12,841.6,73.6,7.47,Black
4175,Muskmelon,66.6,65.5,87.5,30.52,627.1,41.3,7.47,Alluvial
4176,Bajra,68,36.1,30.4,31.94,461.3,31.3,8.2,Arid/Desert
4177,Isabgol,53.7,39.7,38.3,21.46,424.1,47.3,8.09,Alluvial
4178,Indigo,34.2,48.2,40.7,30.64,958.5,77.9,7.06,Loamy
4179,Rapeseed,90.6,51.7,31.9,21.93,522.5,50.6,6.98,Loamy
4180,Drumstick,74.8,43.7,71.6,31.99,543.1,43.4,7.37,Alluvial
4181,Vanilla,88.2,40.9,80.8,24.61,2917.5,83.6,5.36,Forest
4182,Coffee,130.8,59.6,101.6,23.23,1708.3,77.3,6.36,Forest
4183,Maize (Corn),129.2,63.7,46.4,29.79,854.8,53.4,6.57,Alluvial
4184,Jowar,80.1,47.4,46.9,31.12,464.3,51.4,7.2,Loamy
4185,Shatavari,42.6,41.4,58.7,32.93,1031,68.4,7.23,Sandy
4186,Cocoa,135.6,69.5,125.8,21.25,1532.8,76.2,5.81,Alluvial
4187,Saffron,87.1,57.1,78.3,-10.31,488.1,44.7,7.26,Karewa Soil
4188,Apricot,125.9,78.2,118.1,-4.4,624,53.4,6.18,Mountain
4189,Coconut,291.5,300,1,29.98,2340.8,80.9,7.44,Alluvial
4190,Sweet Potato,60.6,47.7,147.1,30.82,1130.4,71.1,6.21,Loamy
4191,Bitter Gourd,66.6,49.5,62.4,26.08,849.8,63.8,6.76,Red
4192,Ragi,60,39.6,39.6,27.3,713.1,55.1,7.23,Loamy
4193,Opium Poppy,81,68.7,61.2,17.94,741.9,52.5,6.85,Loamy
4194,Sunflower,85.8,73.4,47,19.77,782.2,52.9,8,Black
4195,Proso Millet,33.3,20,24.1,25.16,591.2,47.5,6.18,Loamy
4196,Karakunda,75.7,44,47.7,21.01,1774,73.7,6.33,Forest
4197,Avocado,122.6,53.7,117.8,19.83,1430.5,77.3,6.27,Red
4198,Potato,174.7,115.3,181.6,23.75,594.4,67.1,5.24,Sandy Loam
4199,Turmeric,115.4,70.3,118,24.63,2463.9,84.9,6.09,Red
4200,Sapota,107.4,71.2,82.1,29.08,1144.5,80.4,6.5,Coastal
4201,Ashwagandha,38.4,42,32.7,27.43,617.5,44.9,7.54,Red
