N,P,K,temperature,humidity,ph,rainfall,label
124.6,50.4,64.1,20.4,77.5,6.33,610.8,Broccoli
83.3,43.8,22.1,19.1,47.3,6.63,764.5,Mustard
112.9,54.5,63.3,29.5,71.8,7.3,740.3,Bitter Gourd
69,42.6,67.6,21.8,57.5,6,611.6,Garlic
34.7,77.8,51.9,28,72.6,6.44,883.4,Soybean
45.2,56.5,34.1,29.8,66.7,6.68,529.8,Urad Dal
34.3,33.7,32,9.5,35.8,7.57,300.5,Fenugreek
116.4,58.3,103,21.4,66.5,6.49,867,Tobacco
63.3,38.8,167.1,28.5,77.1,6.63,1571.2,Coconut
89,61.8,100.7,27.9,75.6,6.57,2192,Jackfruit
24.2,24.6,33.2,32.1,42.8,7.15,713,Ashwagandha
24.1,49.3,33.8,34.5,61.1,6.43,1089.8,Cowpea
59,28.4,78.5,29.7,72.2,6.19,1645.5,Pineapple
111.4,42.8,66.2,29.5,64.2,6.08,570.3,Brinjal
102.2,43.2,77.2,34.7,71.4,7.2,958.6,Mango
45.9,35,30.4,15.7,25.7,7.53,274.2,Fennel
172.6,46.1,211.4,28.4,69.9,6.85,1485.2,Banana
132.4,77.3,66.8,21.5,58.4,6.63,454.7,Broccoli
70.1,52.4,134.8,16.5,55.9,6.4,554.2,Beetroot
67.7,32.5,14.6,31.6,48.5,7.17,379.1,Bajra
33.7,50.2,25.4,36.8,64.3,6.35,682.4,Cowpea
26.3,40.4,40.2,34.5,57.8,6.58,758.7,Urad Dal
46.1,29.6,36.1,27.4,47.2,7.38,435.9,Safflower
92.1,52.1,91.7,25.9,80.4,6.47,1583.2,Ginger
60.7,28.1,20.4,29.6,57,6.65,755.1,Niger
57,35.5,50.9,37.2,51.9,6.07,1030.9,Curry Leaf
44.1,58.3,47.5,35.3,55.3,5.98,724.2,Groundnut
70.2,59,69.2,21.9,54.4,6.36,655.2,Garlic
76.3,43.4,28.6,27.9,62,6.79,611.9,Bajra
21.5,52.2,29.4,26.5,37.5,7.75,354,Gram
103.3,46.8,92.5,32.2,77,6.34,1389.4,Litchi
37.2,73,42.6,25.1,56.1,6.46,789.2,Soybean
84.7,94.5,125.3,29,90,7.04,1590,Taro
131.3,82.2,96.5,10.6,74.1,5.52,586.3,Potato
84.8,52.5,105.5,15.7,65.3,6.28,571.8,Carrot
41.3,27.1,23.8,17.5,38.9,6.3,379.8,Linseed
41.7,32.7,45.5,26.8,55,7.17,537.2,Ber
125,56.6,130.9,35.5,83.6,5.15,1883.2,Jackfruit
59.2,32.4,41,27.6,29,7.14,460.6,Castor
62.9,47,140.2,23.1,70.2,5.48,1077.5,Sweet Potato
91.5,48.4,61.9,29.6,49.8,7.27,649.9,Watermelon
85.4,45.2,72.9,25.7,59.4,6.04,981.5,Lemon
31.8,44.6,47.3,15.8,48.3,6.24,406.6,Lentil
116.2,51.3,71.5,31.7,63.2,6.35,756.5,Brinjal
81.6,47.4,91.4,19.3,61.2,5.66,386.8,Turnip
48.1,31.6,29.5,21.6,48.6,6.51,551.1,Sesame
97.6,61.2,85,31.5,85.1,6.35,1732.6,Ginger
56.3,30,38.6,23.8,54.5,7.38,377.9,Castor
29.5,44.7,37.9,18.1,37.5,5.7,395.2,Chickpea
62.4,53.1,117,25.7,69,5.05,1005.6,Sweet Potato
85.1,56.9,100.2,12.3,67.2,5.63,569.2,Turnip
21.1,34.2,19.5,31.3,37.9,8.15,215.8,Moth Bean
44.3,32.3,51,36.7,24.1,8.77,321,Ber
68.9,29.7,79.5,26.3,82.3,5.97,1903.1,Black Pepper
47.4,30.2,50.2,36.1,60.4,6.29,990.4,Curry Leaf
39.8,36.3,36.7,25.3,40.3,6.94,260.3,Safflower
26.7,45.8,23.2,30.3,47,7.6,463.3,Cluster Bean
46.4,48,65.5,20.9,54.4,7.05,423,Garlic
146.1,64.8,78.2,27.7,70.9,5.68,675.1,Potato
19.8,43.4,26.5,35.8,69.9,6.37,798,Pigeon Pea
72.8,33.2,52.1,26.9,61.9,6.78,746.6,Tamarind
49.6,22.3,56,40.1,61.6,7.38,1328.4,Tamarind
39.2,40.3,26.9,17.8,47.1,7.43,471,Coriander
82.7,52.5,85.2,11.6,58.5,6.51,532.6,Turnip
71.8,32.6,46.1,37.5,85.3,5.8,1406.4,Jute
16,38.1,21.6,29.2,33.8,7.57,376.7,Guar
69.7,40.9,73.2,30.8,58.2,6.84,558.9,Muskmelon
71.6,35,29.9,13.4,45.4,7.21,391.9,Barley
93.5,46.4,42.2,34,75,6.99,1331.1,Amaranthus
54.3,37.5,72.7,20.8,82.2,6.44,1843,Cardamom
187.9,44.5,125.3,35.9,84.7,6.54,1522.1,Banana
77.9,26.7,32.1,13.6,37.3,7.65,274.2,Barley
67,45.2,68,21.8,67.7,6.26,517.4,Pomegranate
27.7,50.1,21.9,30.6,52.4,6.66,575.6,Blackgram
35.2,45.1,51.3,17.2,63,6.06,461.3,Pea
19.8,31.1,26.1,33.6,37.6,8.06,244.8,Moth Bean
81.5,54,56.6,28.9,77.5,6.74,1099.2,Chilli
67,44.8,32.4,29.8,52,6.85,509.1,Sorghum
25.9,42.4,23.8,37.6,67.2,7.21,593.7,Cowpea
164.8,52.2,185.7,31.6,92.9,7.75,1526.1,Banana
82.8,48.4,71.3,19.1,61.1,5.62,817.8,Lemon
32.9,47.8,18.8,23.7,51.8,5.83,959.1,Arhar Dal
76.9,42.7,72.7,25.1,45.1,7.64,567,Pomegranate
23.1,54.4,36,24.7,68.6,6.84,714.6,Greengram
40.6,53.5,29.6,28.4,58,6.63,726.7,Blackgram
47.4,32.2,30.4,22.4,52.7,6.64,688.3,Niger
182.5,74.8,92.1,19.5,62.4,6.42,542,Potato
71.9,55.5,67.8,34.7,84.2,6.29,757.1,Ridge Gourd
72.8,42.4,46.7,15.8,67,6.01,483.6,Radish
20.9,18.3,31.7,33.3,60.1,6.92,376.3,Horse Gram
21.4,58.6,50.6,18.7,60.9,6.69,386.6,Pea
83.6,67.9,129.1,23.5,85.4,6.37,1638.3,Taro
58.6,45.4,86.5,24.4,57.2,5.89,486.6,Cucumber
60.8,41.4,89,21.8,73.2,6.93,1173.3,Turmeric
29.5,44.1,28.5,24.8,66.1,6.45,686.6,Pigeon Pea
122.4,60.1,177.1,20.3,75.2,5.54,1832.9,Coffee
99.9,50.1,83,19.2,60.7,6.25,466,Onion
144.3,51.5,96.8,33.2,80.2,4.8,1935.3,Tea
63.6,21.3,45.2,21.2,49.5,7.27,981.6,Amla
35.6,56.4,25,33,64.8,6.68,806.8,Cowpea
70.6,40.8,37.2,33.4,35.6,6.65,575.6,Jowar
110.4,48.3,47.3,33.5,73.1,7.77,720.3,Cotton
46.3,31,23.6,29.8,30.8,6.54,449.9,Ber
61.4,32.2,32.9,14.1,41.3,8.01,350.5,Barley
67,32.6,46.6,31.4,79.7,6.89,2264.9,Jute
61.4,61.3,90.6,26.4,74.6,6.72,1202.3,Turmeric
73.5,41.2,85.9,29.1,82.5,5.32,2626.8,Rubber
110.1,56.9,82.3,20.5,54.7,6.89,556.5,Onion
82.8,63.2,120.8,19.6,60.8,6.95,589.1,Beetroot
89.4,47,59.1,36.7,55.8,7.68,769.5,Watermelon
74.5,42.1,58.2,18,66.6,6.31,508.8,Radish
39.9,47.2,35.2,28.6,65.3,6.8,861.5,Arhar Dal
26.6,52.4,21,30.2,56.6,6.92,663.9,Blackgram
134.9,52.1,75.5,32.1,75.3,6.6,1897.6,Jackfruit
74,41.7,102.7,18.5,52.6,7.37,822,Grapes
38,49.5,35,30.9,53.3,6.94,595.9,Mung Bean
99,45.9,21.8,32.1,45.1,6.88,609.1,Bajra
141.4,44.4,164.4,16.1,77.1,5.35,1667.2,Coffee
50.9,36.9,38.9,35.4,34.2,8.21,383.8,Ber
68.4,36.4,72,22.7,77.6,5.71,1904.7,Cardamom
113.3,56.6,79.8,24.1,78.7,7.04,1057,Orange
73.9,52.8,112.5,26.2,73.6,6.42,1503.1,Ginger
88,64.3,111.7,19.2,61.9,6.66,510.4,Beetroot
58.2,38.3,37.3,29.4,30.5,6.7,477.6,Castor
93.5,34.5,34.5,40.9,35.2,6.6,352.9,Pearl Millet
55.1,41.7,41.3,28.9,43.4,6.51,602.7,Castor
92.3,42.4,53.2,33.5,51.3,6.92,740.4,Sorghum
121.8,40.3,62.4,18,77.2,7.11,575.8,Cauliflower
178.5,92.9,105.6,30.6,78.9,7.11,1087.1,Sugarcane
102.2,56,105.3,14.9,74.5,6.27,502.5,Cabbage
96.9,60.5,68.8,31.5,63.3,6.24,868.2,Brinjal
110.8,55.2,52.2,31,71.6,6.15,1498.5,Paddy
74.7,33.9,80.1,24.6,55.1,7.07,728.3,Pumpkin
54.2,38.5,121.5,24.5,55.5,7.48,929.1,Grapes
56.6,27.8,38.1,26.4,60.4,7.7,764.1,Amla
130.4,56.6,70.1,28,67.4,6.26,870,Brinjal
101.8,36,59.2,15.7,67.5,6.87,583.4,Lettuce
62.3,40.1,37.8,33.1,54.8,6.96,497.4,Muskmelon
200.4,75,121.1,29.2,73.4,7.88,1075.3,Sugarcane
83.9,33.5,108,26,85.9,4.98,2339.5,Black Pepper
100.7,57.3,71.2,40.8,62.1,7.26,831.3,Bitter Gourd
28.2,48.1,24.5,18.9,37.4,6.91,396.4,Gram
77.1,33.1,30.4,30.1,46.5,6.3,459.3,Ragi
113.7,42.6,49.4,29.5,78.5,5.71,1815.9,Rice
34.1,50.3,50.2,28.7,49,6.53,801.1,Groundnut
45.2,30.7,32.2,20.6,63.8,7.13,772.6,Niger
46.8,29.1,33.8,19.3,37.9,7.45,377,Coriander
62.5,34.7,28.4,26.7,40.4,7.78,355.6,Pearl Millet
96.1,41.9,100.8,28.6,91,7.77,2031.4,Betel Nut
114.6,64.8,49.6,23.2,63.2,6.07,903.2,Maize
22.7,50.5,35.8,26.6,50.2,6.87,381.4,Chickpea
89.2,33.1,41.1,24.8,54.9,6.36,610.1,Jowar
13.7,28.4,18.2,33.9,34.1,7.45,320.4,Moth Bean
77.3,61.8,101.5,13.4,56,6.93,505.9,Beetroot
27.7,49.7,35.4,25.4,55.8,5.81,880.9,Blackgram
96.1,66.8,147.6,28.2,66.5,6.19,1154.1,Papaya
185.5,71.8,92.8,23.8,62.1,6.54,1602.4,Sugarcane
42.9,33.4,57.9,27,72.1,6.22,768.9,Ash Gourd
56.8,28.8,25.4,18.1,41.9,7.37,387,Coriander
61.2,25,96.4,30.3,78.1,4.77,1625.9,Pineapple
110.1,41.1,51.5,26.6,68.6,6.67,539.7,Rice
59.4,25.8,34.7,26.3,42.5,7.32,472.8,Safflower
124.6,47.2,156.6,13.8,83,5.5,1538.4,Coffee
32.8,31.6,81.6,19.8,86.6,5.52,1895.3,Cardamom
27.7,50,50,18.9,57.7,6.69,388.1,Field Pea
104,75.1,128.2,28.6,71.2,6.77,2176.9,Jackfruit
44.5,34.8,38.9,25.3,62.9,7.16,890.1,Niger
42.5,32.3,33.8,30.7,54.7,6.66,724.5,Curry Leaf
77,40.3,39,23.8,71.5,7,809.5,Capsicum
81.7,46.5,57.2,34.6,71.8,6.29,936.3,Ridge Gourd
49,36.4,34.8,17.2,30,7.99,368.3,Cumin
85.1,41.3,88.6,23.6,94,5.93,2180,Black Pepper
58.7,43.2,33.3,21.7,49.2,7.4,348.3,Coriander
35.2,44.2,52.8,9.4,62.2,5.86,537.3,Pea
67.8,51.6,66.2,22.7,64,5.87,865.9,Capsicum
75.8,60.7,137,30.2,79.8,6.72,1736.3,Coconut
44,32.7,31.1,17.4,43.6,6.5,331.9,Linseed
59.1,51.8,90.4,37.9,79.4,5.5,2738.5,Rubber
68.3,30.5,57.2,32.6,57.1,6.81,1054.2,Amla
75.6,54.8,69,37.5,66.5,6.59,714.8,Chilli
70.2,51,42.9,28,66.8,6.77,496.7,Sunflower
104.4,56.6,73.4,22.5,65.7,6.64,1238.1,Orange
89.1,44.5,61.6,26.6,59,6.65,567.7,Sunflower
115.3,46.3,42.3,28.6,74.3,6.24,1472.9,Paddy
51.7,26.5,39.6,37.1,60.6,6.56,775.5,Curry Leaf
180.8,53.8,222.7,31.5,80.4,6.21,1944.7,Banana
30.7,53.3,30.9,13.5,57.5,8.37,410.3,Chickpea
31.6,58.2,31.6,28.9,59.2,8.24,435.4,Cluster Bean
132.6,59.2,88.2,29.1,75.9,5.42,1508.7,Tea
64.1,41,92.7,27.4,83.5,4.97,1806.5,Cardamom
94.3,49.3,142.8,31.1,75.3,6.27,2203.6,Jackfruit
28.6,59.8,44.9,22.4,58.2,7.24,663,Cowpea
69.5,48.2,36.2,27.5,48.9,6.98,596.3,Sorghum
78.9,47.2,83.4,26.6,52.2,6.58,464.8,Watermelon
128.2,43.7,54.5,32.1,64.4,6.96,943.6,Mentha
97.7,54.1,43.2,18.1,65.8,6.18,688.3,Lettuce
55.2,39.9,50.5,26.5,31.5,7.38,338.5,Castor
74.6,28.1,77.6,32.5,57.6,6.54,447.3,Muskmelon
24.2,29,37.2,25.9,48.6,6.58,562.8,Horse Gram
91.8,40.3,86.4,28.4,84.4,5.92,1527.2,Litchi
115.7,59.5,94.3,27,63.9,6.01,1041.2,Orange
80.1,48.2,67.3,21,58.5,6.95,1689.6,Orange
89.7,41,62.9,30.5,59.7,6.2,915.8,Chilli
74.2,54.7,74.7,21.3,65.9,5.68,569.6,Cucumber
110.9,39.5,69,15.2,65.2,6.54,516.9,Lettuce
56.9,41,62.5,29.4,69.9,6.68,906,Snake Gourd
60.2,33.5,30.5,23.1,41.9,7.53,249.5,Coriander
100.1,43.6,59.2,21.8,60.6,6.59,484,Lettuce
60.4,53.6,51.5,23.5,68.5,5.79,445.4,Radish
74.7,56,82.1,16.8,56.2,5.79,547.5,Turnip
79.9,47.4,60.2,34.6,73.7,6.07,780.1,Ridge Gourd
21,29.7,33.3,29.2,36.5,6.76,326,Guar
74.1,48.6,71.5,17.1,48,6.87,472.5,Garlic
71.1,31.6,94,25.6,82.2,6.3,1321.7,Pineapple
72.3,28.5,39.7,40.5,55.4,7.61,142.4,Pearl Millet
63.7,43.1,82,24,64.1,6.2,712.6,Pumpkin
107.8,50,79.2,15.3,63,7.26,549.9,Cauliflower
74.8,41.4,43.6,30.8,35.6,6.19,402.1,Castor
97.4,43.4,74,27.6,62.8,6.32,663.2,Bottle Gourd
27.4,53.1,35.6,36.9,52.2,7.94,479.5,Cluster Bean
36.9,56.3,26.9,35.1,70.8,6.25,534.9,Greengram
20.2,45.1,26.4,17,58.1,6.64,473.2,Lentil
47,37.5,45.7,31.2,58.4,5.77,1169.6,Curry Leaf
72.7,48.9,63.3,27.9,61.4,6.07,634.4,Capsicum
102.2,47.8,42.8,11,52.3,6.86,654.5,Garlic
30.7,50.6,26.6,36.7,68.1,6.44,797.3,Arhar Dal
25.5,68.7,54.7,24.7,67.1,5.91,767.5,Soybean
86.8,52.8,115.6,32,70,6.2,1377,Turmeric
53.8,27.1,61.7,30.3,74.9,7.43,849.5,Amla
50.1,27.6,24.5,15.7,32.3,7.57,215.3,Cumin
85.1,28.2,42.1,34.8,52.2,6.78,873,Jowar
142.5,70.7,121.6,32.4,65.1,6.57,1098.5,Papaya
56,32.5,112.6,31.5,84.8,5.6,1669.7,Pineapple
67.5,44.7,64.7,25.6,63.4,7.17,965,Ridge Gourd
19.2,23.7,18.9,28.6,32.1,7.93,156.1,Moth Bean
68.1,43.8,49.3,28.1,64.8,6.81,771.9,Ridge Gourd
58.5,37.3,64.2,27.4,68.6,6.47,1290.8,Snake Gourd
49.9,49.9,100.7,32.4,70.3,5.17,930.8,Sweet Potato
44.1,34.3,45.5,24.2,28.6,7.88,420.7,Ber
28,49.3,37.9,23,45.2,7.46,450.5,Gram
110.3,41.1,66.7,35,59.6,7.81,647.4,Cotton
96.8,50.6,81.7,26.3,61.7,6.89,583.4,Onion
59.3,36,108.5,34.7,81.1,6.24,1999.6,Betel Nut
74.7,53.6,83,16.1,58.8,5.82,493.5,Turnip
60.2,46.3,116.7,21.7,54.6,7.54,902.5,Grapes
37.7,26.1,26.1,26.8,65.7,5.82,787.6,Niger
106.6,77.5,96.9,28,60.8,6.78,675.3,Tomato
49.7,37.9,38.9,21,34.9,7.64,353.4,Coriander
70.5,35.2,53.9,20.5,61.2,7.21,468.6,Radish
51,29.3,45.8,27.8,44.4,7.18,394.7,Ber
57.9,47.1,130.8,23.4,58.2,7.74,698.2,Grapes
92,32.6,113.7,25.8,71.1,4.72,2041.7,Black Pepper
41.5,30,36.3,30.9,37,7.87,767.6,Ashwagandha
86,74.2,128.2,25.5,80.5,6.97,1506.7,Taro
58.8,30.4,122.7,32.6,81,5.46,1237.6,Pineapple
65.4,45.7,52.7,21.4,85.9,5.62,2290.8,Cardamom
140.7,45.8,53,30.4,58,6.79,656.3,Mentha
31.9,45.4,27.2,36.2,51.6,7.01,669.2,Cowpea
78.1,46.1,94.3,20.9,63.7,7.72,419.5,Carrot
52.8,32.2,32.7,29.7,42,7,448.5,Safflower
77.7,38.5,37.5,24.6,83.2,6.27,970.3,Amaranthus
112.5,58.2,64.8,11.7,66,6.33,364.5,Cauliflower
38.4,42.8,29.7,27.9,50.3,7.16,669.4,Pigeon Pea
136.5,69,107.9,36.6,67,6.97,1107.1,Papaya
138.2,42.7,58.3,35.9,68.7,7.54,1080.4,Mentha
71,50.3,35.3,23.7,76.7,5.9,951.7,Chilli
34,54.9,30.6,24.7,53.5,6.24,674.1,Pigeon Pea
112.8,49.2,96.9,33.7,82.8,6.53,2053.9,Jackfruit
98.2,55.1,31.1,29,54.4,6.76,452.2,Sorghum
69.5,31.2,39.7,31.3,43.5,6.87,395.5,Pearl Millet
71.6,36.4,41,26.2,36.7,7.35,312.2,Pomegranate
27.5,48.8,20.8,29,59,6.67,611.9,Arhar Dal
131.8,73.1,63,20.5,68.9,6.25,708.4,Broccoli
106.4,51.6,94.8,9.8,59.4,7.12,491.1,Cabbage
29.6,49.6,30.2,21.2,50.3,6.48,353.6,Lentil
69.5,31.4,25.6,29.8,43.6,7.09,298.6,Bajra
42.5,23.5,25.8,21.6,44,7.06,449.8,Safflower
129.9,54.4,49.7,16.5,61,6.09,408.8,Wheat
56.9,30.2,59.7,30.6,65.1,6.65,916.2,Amla
106.1,46.7,49.4,30.7,78.3,6.79,1434.8,Paddy
68.3,35.4,103.8,21.8,72.6,5.43,1319.1,Pineapple
75.1,48.3,69.1,22.6,65.4,7.05,707.1,Pumpkin
89.2,20.8,54.9,40.9,48,6.5,698,Drumstick
51.4,33.7,39,20.9,30.7,6.53,305.6,Fennel
32.9,42.2,50.4,14.2,53.8,7.64,375.4,Field Pea
49.4,40.5,106.5,16.2,56.9,7.9,859.2,Grapes
57.9,42.9,75,26.1,73,5.6,549.7,Cucumber
74.4,46.7,42.3,21.3,44.4,6.75,599.2,Sunflower
198,83.4,109.4,33.2,72.8,7.8,895.7,Sugarcane
78.9,35.9,32.9,27.3,68.2,5.78,1108.4,Amaranthus
109.8,44.5,68.2,29.6,71.4,7.15,970.8,Mango
62.1,41,57.8,19.4,40.3,7.58,541.7,Pomegranate
78.8,57.1,94.5,27.8,86.2,5.02,3149.4,Rubber
31,49.4,26,20.2,65.5,7.1,375.5,Lentil
16.9,33.4,31.1,36.9,24.7,8.1,273.9,Guar
140.3,73.5,127.2,12.7,72.1,5.43,492.8,Potato
166.3,82.6,76.5,20.7,63,6.7,781.9,Broccoli
44.4,46.6,42,24.9,34.7,6.58,379.4,Castor
40.3,51.1,31.5,15.3,47.7,7.11,425.2,Chickpea
78.6,37.6,100.8,26.6,76.6,5.96,1882.3,Black Pepper
36.3,56.6,19.9,34.6,45.1,7.26,368.3,Cluster Bean
43.2,18.6,59.7,32.7,69,7.28,632.4,Tamarind
98.5,55.4,80.8,9.6,65.1,6.35,636.6,Turnip
75.9,36.6,27.6,32.9,29.9,5.94,417.6,Pearl Millet
77,50.4,91.8,15.8,67.8,6.98,436.6,Turnip
71.4,40.4,40.7,26.5,46.1,6.36,579,Castor
46.3,29.3,30.4,32.4,33.4,6.4,351.6,Pearl Millet
84.1,58.1,48.4,20.4,60.5,6.37,450.6,Radish
83.8,48.1,79.3,18.9,72.8,6.75,597.1,Lettuce
67.8,44.3,23.8,30,33,7.4,338.4,Pearl Millet
86.1,60.6,125.7,28.8,77.5,6.62,1708.5,Taro
33.4,30.2,33.2,26.8,42.9,7.8,566.2,Ashwagandha
79.9,42,63.8,19.6,60.9,5.76,1110.2,Lemon
19.9,47,52.2,31.7,59.8,7.08,520.2,Groundnut
66.2,42.4,85.2,33.6,32,6.38,625.9,Watermelon
100.6,41.1,83,21.7,57.2,6.96,475.2,Watermelon
26.4,48.7,16,18.5,39.6,6.49,470,Gram
82,78,80.5,29.8,91.8,4.9,3059,Rubber
105.6,45.2,81.3,28.4,76.1,5.92,962.2,Mango
29.9,49.8,26.3,27.6,69.1,5.74,325.5,Cowpea
119.5,75.8,126.3,24,60.7,6.53,636.1,Tomato
96.4,48,71.3,29.7,52.9,6.73,1045.8,Mango
101.1,43,31.8,25.2,50.4,7.73,520.4,Bajra
81.7,52.4,73.9,15.7,60,5.95,582.7,Turnip
127.7,49,75.2,22.8,74,6.41,883.4,Broccoli
63,48.9,29.2,15,45.5,6.41,318.7,Mustard
85.6,50.1,50.8,28.6,72,7.64,768.1,Okra
17.4,29.2,38.9,29,56.4,6.53,485.2,Horse Gram
155.8,82.1,134,23.3,74.3,7.48,1355.4,Sugarcane
74.4,34.5,92.5,31.2,70.5,6.05,1980,Betel Nut
67.7,37.7,38.7,33,57,7.38,683.6,Jowar
50.1,27.2,51.3,28,25.9,8.43,508.1,Ber
63.8,34.6,64.7,23.8,47.1,6.45,477.3,Muskmelon
84.2,45.7,35.9,30.6,64.6,6.09,994.9,Amaranthus
46.7,32.7,51.8,34.8,59.8,6.13,1023.1,Curry Leaf
27.8,36.5,24.1,17,42.2,6.45,290.2,Fenugreek
47.7,43,56.3,25.7,71.7,6.41,981.3,Ash Gourd
53.9,42.5,69.5,20.8,73.7,6.45,753,Snake Gourd
82.2,53.1,49.7,13.2,68.2,7.67,361.4,Spinach
122.5,72.9,140.4,37,66.6,6.81,1091.8,Papaya
97.9,50.7,34,36.7,52.5,6.86,872.9,Cotton
105.2,57.7,64.5,14.9,73,7.94,567.7,Cabbage
60.2,14.5,40.4,31.3,60.3,7.32,624.4,Ragi
94.2,61,50.3,12.3,57,7.67,555,Wheat
79.5,30.4,73.7,21.3,64.7,6.16,1503.2,Guava
103.2,49,101.4,34.4,73.7,6.72,1508.3,Ginger
144.9,48.2,57.1,23.4,68.8,7.34,886.6,Mentha
65.8,36.7,90.6,28.4,42.9,6.76,606.2,Watermelon
26.9,46.1,25.5,29.9,57.9,6.89,741.2,Pigeon Pea
56.5,26,20.1,15.5,42.5,6.95,471.8,Fennel
41.1,25,24.9,30.8,45.4,6.42,474.4,Safflower
201.6,87.2,88.7,21.8,68,7.29,1243.6,Sugarcane
119.2,33.9,41.8,34.8,57.5,5.95,1015.7,Cotton
75.1,40.1,55.1,31,61,5.92,876.6,Lemon
68.8,33,59.3,28,84.2,6.29,678.5,Rice
116,51.9,172,23,85.6,6.23,1394.1,Coffee
51.9,38.3,58.3,35.6,72.6,6.08,893.2,Curry Leaf
28.5,55.8,47.5,9.4,46.2,6.74,431,Field Pea
23.8,48.3,39.3,16.8,58.6,6.73,502.5,Pea
87.9,61.3,134.4,23.3,83.4,6.4,2039.7,Taro
86.1,50.4,59.5,27.6,52.3,6.35,945.8,Chilli
33.2,47,33.8,28.4,68.4,7.21,527.3,Mung Bean
46.1,29.6,33.1,27,30.4,5.69,415,Safflower
170.4,69.8,90,21.8,76.2,6.52,716.4,Broccoli
85.8,51.2,52.5,24.2,47.5,6.75,473.1,Sunflower
78.4,79.3,123,25,87.9,6.32,2045.5,Taro
45.9,42.9,27.3,30.5,48.9,6.96,609.7,Sesame
96.2,48.5,37.8,27.4,56.8,7.07,350.5,Sorghum
89.1,41,42.2,18.8,45.1,6.81,513.4,Garlic
89.3,34.5,103.8,27.2,81,5.72,1945.6,Black Pepper
30.6,54.6,51.9,32.6,64.7,5.36,590.3,Groundnut
119.3,83.2,108.8,26.2,86.4,7.56,2210.7,Jackfruit
114.5,56.9,52.2,34.1,80,7.23,1435.5,Paddy
33.9,22.3,20.5,21.2,31.2,7.07,265.4,Coriander
69.1,49.2,72.6,25.5,67.3,6.12,516.3,Cucumber
106.7,47,74.5,34.6,61.6,6.8,765.7,Bitter Gourd
55.6,36.2,30.6,29.2,59.1,6.23,604.1,Niger
71.9,42.5,43.2,33.1,81.9,6.81,742.3,Okra
148.2,93,106.9,15.2,72.6,6.4,448.7,Potato
45,31.5,58,34.5,79,6.14,900,Curry Leaf
96.6,50.8,140.6,26.5,79.6,6.09,1786.8,Jackfruit
88.5,51.7,63.9,27.3,72.7,6.37,690.6,Brinjal
69.2,55.5,40.5,30.7,64.7,6.67,766.3,Ridge Gourd
205.1,69.3,100.8,31.1,79.3,6.18,1397.5,Sugarcane
114,44.1,142.7,23.5,69.3,5.99,1008.7,Tobacco
116,50.2,46.9,27.6,75.7,5.78,1271.3,Paddy
122.4,54.1,53.9,14.7,46.7,7.63,475.3,Wheat
72.6,40.7,40.7,21.5,65.7,5.78,530.6,Radish
124.9,60.4,84.3,25.4,67.1,5.82,844.9,Tomato
29.9,57.3,30.4,34.1,54.7,7.57,376.7,Cluster Bean
82.8,49.2,79.9,33.6,71,7.05,943.9,Mango
33.7,30.8,29.7,24.1,26.8,6.97,265.2,Fennel
188.6,60.8,207.3,33.3,72.9,7.26,1089.9,Banana
92.4,45.2,53.2,17.2,65.3,6.54,613.6,Radish
25.8,42.9,30.5,22.5,64,6.65,376.8,Blackgram
88.4,26.1,37.3,28.9,85.3,7.64,1932.2,Jute
73.3,58.4,153,25.5,57.8,6.22,1069.2,Tobacco
33.8,56.1,23.6,38.4,50.8,7.85,519,Cluster Bean
54.2,48.9,69.5,28.3,68.3,6.8,1107.3,Snake Gourd
68.2,52.3,85.5,15.4,62.3,6.46,482.2,Turnip
78.4,44.2,55.8,32.6,68.1,6.68,791.7,Okra
52.8,33.7,23.8,29,50.1,6.15,481.1,Sesame
25.2,48.8,44,9.8,62.9,6.56,351.9,Field Pea
58.8,28.6,74.5,30.7,60.2,7.71,1061,Amla
27.1,55,34.5,32,63.2,6.45,650.4,Greengram
17.9,33.5,18.8,34.9,34.4,7.83,244,Moth Bean
38,40.9,26.8,34.7,49.7,6.68,726.7,Pigeon Pea
72.2,31.3,74.1,29.9,73.8,7.32,2097.8,Betel Nut
47.7,32.5,34.8,9.6,43,6.34,330.4,Linseed
127.9,38.8,42.1,29.6,65.4,7.13,957.2,Mentha
91.5,57.4,88.9,21.2,70.2,6.56,549.1,Cabbage
28.7,30,20.7,19.6,18.4,7.2,383.4,Coriander
86.6,41.7,68.8,21.8,62.7,6.41,890,Chilli
61.9,40.8,108.7,24.9,67.8,6.57,1415.8,Guava
54.2,27.6,52.8,34.4,46.7,7.5,649.5,Drumstick
25.5,49.9,32,34.3,55.1,7.35,450,Cluster Bean
81.4,42.8,50,32,40.4,6.58,759.7,Jowar
25.3,41.2,26.4,32.1,64.3,7.21,701.2,Arhar Dal
103.1,47.7,135.4,22.4,60.3,5.7,902.2,Tobacco
73.4,54,182.8,29.7,88.5,4.78,1539.6,Coconut
99.1,57.6,89.4,27.2,41.2,7.3,834.4,Mango
78.3,75.6,87.3,31,78.3,4.97,3148.3,Rubber
62.6,43.9,62.5,24.6,48.1,6.3,348.3,Pomegranate
26,40.7,30,30.7,59.1,6.68,515.6,Cowpea
22.2,30.8,31.3,28.7,34.7,7.56,475.7,Ashwagandha
78.8,44.6,67.5,28,62.1,6.82,781,Bottle Gourd
31.1,50.6,21.7,31.3,53.4,6.9,592.8,Urad Dal
